Misspelled Name,Correct Name
lhand,chand
kulwindew,kulwinder
baljioder,baljinder
bebul,babul
praviwdra,pravindra
shezak,sheeak
kashuw,kashum
rnjeev,anjeev
vaibwav,vaibhav
hisqam,hisham
nrindom,arindom
mafammd,mahammd
vipnl,vipul
budz,budh
iukkhu,sukkhu
santxra,santara
"ampt,","amit,"
presa,prema
shelpi,shilpi
satayanrrayan,satayanarayan
nejma,najma
pagtibha,partibha
karil,kapil
arab,arab
hudnara,husnara
taramaci,taramati
xqram,iqram
bywan,bawan
phoollj,phoolla
jummas,jumman
nhisan,bhisan
warnakulasfriya,warnakulasuriya
kuldtep,kuldeep
bvera,beera
trbsum,tabsum
irfd,irfa
rioa,rita
dhnrv,dhurv
ravtnder,ravinder
rsnjana,ranjana
ruped,rupen
yashpah,yashpal
chetrem,chetram
paxnu,pannu
deval,keval
ragwendjr,ragwender
gazpat,ganpat
mukkesh,mukkesh
mudh,modh
nuqaish,nuraish
vishvanajh,vishvanath
pussha,puspha
sahruuh,sahrukh
asan,aman
chandrashlkhar,chandrashekhar
mali,mili
bxliya,baliya
jockyipai,jockyipai
sibxnaz,sibanaz
skalesh,shalesh
diplka,dipika
payanq,payana
jchagir,jahagir
vasgki,vasuki
xevakshi,revakshi
preets,preeti
bhojnram,bhojaram
danixh,danish
ajhoor,ajnoor
bvanupriya,bhanupriya
balla,ballu
oaa,oma
fl0k,al0k
tafsrr,tafsir
gubhagi,subhagi
vishva,vishva
hram,pram
kajaf,kajal
zarium,marium
karmmjeet,karamjeet
parnah,parnav
nicki,nikki
laxmiuant,laxmikant
prikhvi,prithvi
guriel,gurmel
ttpsam,tapsam
dalfr,daler
larjana,marjana
dileeka,dipeeka
khuthboo,khushboo
atnat,annat
ruhiya,rukiya
pwyanika,pryanika
vharman,fharman
nooiin,noorin
mobtn,mobin
esradl,esrail
nuvaish,nuraish
onpal,ompal
amiva,amina
snetal,seetal
asnad,ashad
keghanti,keshanti
gulshdn,gulshan
bhaq,bhan
lukdan,lukman
jdshan,jishan
wzhar,azhar
rwnki,ranki
muntiwaj,muntiyaj
naeinder,narinder
deepanshi,deepanshi
poosan,pooran
chanderpcl,chanderpal
halami,hagami
refmi,resmi
khina,khima
ztveb,zuveb
mahak,mahak
arynn,aryan
jasish,kasish
guiafsa,gulafsa
nugender,nagender
lakhca,lakhya
wubhi,subhi
ronini,rohini
asgxri,asgari
priyanii,priyansi
nhuma,khuma
jakaal,jamaal
mutthu,mitthu
kamrzan,kamraan
malhuni,madhuni
pyemo,premo
vidhwa,vidhya
tarin,tariq
nitjla,nirjla
rsjejh,rsjesh
panuu,pancu
vqermati,veermati
dmapu,dhapu
sehzaj,sehnaj
dhurpatp,dhurpati
sxbhod,subhod
sahnjad,sahajad
sahgma,sahima
mchani,mohani
volly,rolly
devegdra,devendra
dhetmendra,dhermendra
sarahjeet,saranjeet
sjshmendra,sushmendra
manjedt,manjeet
somm,somi
requ,renu
ference,terence
ham,har
tfhir,tahir
bhura,chura
sadwk,sadik
imamuddin,imamuddin
avjli,anjli
foolcati,foolwati
khokad,khokan
ajandeep,amandeep
noomi,noomi
towi,toni
roopam,roopam
jaskirav,jaskirat
sumant,sumant
matharam,madharam
neeya,neema
zarid,zahid
suihan,subhan
mizam,nizam
bhanwew,bhanwer
gulphan,gulshan
jaknub,jainub
meggaaj,megraaj
ridhadalal,radhadalal
wiqkish,wilkish
sxbe,sube
gota,gona
bandank,bandani
fnayatha,anayatha
valid,vajid
sbid,abid
maman,maman
noura,noora
jasoja,jasoda
manjuda,manjula
bamulal,babulal
mmnful,manful
karisca,karisma
fvolwati,foolwati
srreee,shreee
nheak,sheak
ryma,rima
rhalid,khalid
eoshri,moshri
remnu,rennu
goverdfan,goverdhan
umljsh,umlesh
rachoa(with,rachna(with
rishalh,rishabh
jaiadar,jamadar
ravindefa,ravindera
pelicia,felicia
kamaljget,kamaljeet
awdeih,awdesh
niqla,nimla
faridy,farida
kmlu,kalu
bhuem,bheem
mpskaan,muskaan
durgvlal,durgalal
kijshna,kirshna
sanitt,sanita
aaradhand,aaradhana
kifayvt,kifayat
dibya,dibya
ramphez,rampher
ishfta,ishita
gulqaza,gulnaza
vuso,kuso
prilock,trilock
aipendra,dipendra
zuna,zina
prmoj,prmod
sarswatb,sarswati
lakhamichanr,lakhamichand
eeepanker,deepanker
akavhya,akashya
dhanpay,dhanpat
jxneb,juneb
pcram,param
fajibul,rajibul
ramtabu,rambabu
gyanwatl,gyanwati
zjmeer,zameer
aoim,ajim
aswiw,aswin
ieerander,veerander
konti,konti
lakhvfnder,lakhvinder
nxyaka,nayaka
soayra,shayra
amjac,amjat
cajeshwar,rajeshwar
tarc,tara
rugak,rupak
osprakash,omprakash
jashgur,jashgul
phoolwanki,phoolwanti
vidhm,vidha
surana,sugana
asjaly,anjaly
yqshoda,yoshoda
gyanwaoi,gyanwati
jagwohan,jagmohan
kudtmsu,kudtusu
arshv,arshi
kubod,kumod
satvir,satvir
artb,arab
lukman,lukman
geetanjalq,geetanjali
azrubdin,azruddin
wilcish,wilkish
shenkz,shenaz
mahaatha,mahnatha
jalvi,palvi
esrait,esrail
nelcy,nency
nazxuslam,nazmuslam
bharamveer,dharamveer
juply,jully
chhaboyar,chhanoyar
sudeshwmr,sudeshwer
akhlesk,akhlesh
nasibo,nasibu
amshin,awshin
gulrm,gulam
radryshyam,radhyshyam
eajinder,bajinder
himgnsu,himansu
jarila,jamila
laghami,lakhami
sirm,sira
roian,rosan
rpkhar,rukhar
jaquor,jaquir
abahh,abash
dharmshira,dharmshila
jrnl,junl
tmtiyaz,imtiyaz
nanhry,nanhey
jalsl,jalil
anguui,anguri
sushala,sushila
mooraj,sooraj
mntnu,mitnu
zajit,rajit
sopal,sonal
jgtu,jitu
gulrara,gulfara
aamic,aamir
lafsa,hafsa
gale,galu
mpendar,opendar
xaved,javed
suhacini,suhagini
foo,for
dhfra,dhara
sante,santi
chipku,chinku
aashij,aashik
oom,som
mohv,moh0
semtal,seetal
yishodha,yashodha
piabhila,prabhila
soxan,sosan
zameer,zaheer
vuejita,veejita
nooralqa,nooralha
nepaz,nepal
mahenddr,mahendar
suranthra,sumanthra
udhtm,udham
nyela,neela
haeprasad,harprasad
pdemjit,premjit
sarsawatn,sarsawati
gsrwer,girwer
yrtin,yatin
w/k,w/o
somnhth,somnath
asuf,asif
adnat,annat
milao,milan
ramsarat,ramsurat
geernesh,geernish
iamen,namen
ashtd,ashad
chajnu,channu
sharwin,sharwan
runsar,ruksar
muneyder,munender
lavprjet,lavpreet
bpudevi,bhudevi
wamhetu,ramhetu
rarjand,farjand
kurbqn,kurban
kazana,kamana
sawardya,sawariya
sagishta,sahishta
babalh,babali
mnbashir,mubashir
gari,garv
kaudhar,kaushar
marorma,manorma
nafiia,nafisa
siuhrath,sidhrath
jiwan,jiwan
kjmaldeep,kamaldeep
mhanti,shanti
khima,khima
visqam,visham
dolh,dolo
pracgi,prachi
druia,druga
siider,sinder
ramdrani,ramdhani
jitenyer,jitender
rpena,reena
asseepa,alseepa
frjana,frjana
vesham,visham
zarbinder,harbinder
gutym,gutam
dipv,dipu
thnvi,tanvi
wiliyaq,wiliyam
vmkramjeet,vikramjeet
oasmeen,yasmeen
ankuj,ankus
sajgram,sangram
kuqal,kunal
mupna,munna
hohthash,rohthash
afsasa,afsana
nbzani,nazani
pobert,robert
yeela,neela
qanjay,sanjay
ayzb,ayub
faran,faran
sokig,sokin
damanjeez,damanjeet
midka,midda
summnlta,sumanlta
pxdeep,prdeep
yognoer,yognder
amrudiu,amrudin
lani,jani
sukhdra,subhdra
kamsldeep,kamaldeep
jhiugi,jhingi
chigki,chinki
munyad,munkad
hcrbansh,harbansh
jhoai,jhoti
nilnm,nilam
bacchk,bacchu
sundaqi,sundari
roooa,roopa
jkhid,jahid
idesh,adesh
rasreen,nasreen
pbwna,pawna
sanjey,sanjey
pritey,pritee
padchi,panchi
sabjam,sabnam
anvmika,anamika
naie,naim
nrondr,nrendr
bijentra,bijendra
inmu,indu
jitgnder,jitender
govindz,govinda
jartima,partima
bobzi,bobbi
rina,rena
som,som
janlsh,janesh
mynesh,manesh
tekchynd,tekchand
kripyt,kripya
prvesh,prkesh
axjay,aijay
tavleem,tasleem
kusham,kusham
sondhaya,sandhaya
duoani,dumani
fellibai,feflibai
rsshimi,rashimi
snjli,sujli
rajoesh,rajnesh
rrhi,rahi
motilaaw,motilaal
samemr,sameer
shoax,shoab
temanshu,hemanshu
sqsari,sosari
mjga,mega
julfiwaar,julfikaar
wasveen,jasveen
mvman,maman
parsanjeeg,parsanjeet
dachana,rachana
bhaavaan,bhagvaan
ajqal,ajmal
cal,bal
sdrik,sarik
kuuslender,kauslender
aanda,aanya
terewce,terence
merha,megha
papps,pappe
savni,sanni
aarji,aarti
kufhal,kushal
rudyra,rudhra
sumedza,sumedha
puvraj,yuvraj
aeepshikha,deepshikha
nepll,nepal
rcjwan,rijwan
ramdatt,ramdutt
memraj,mehraj
halsi,halki
lawdence,lawrence
prktibha,pratibha
kfusboo,khusboo
ragat,rafat
bbndiya,bindiya
mlli,mili
kumalia,sumalia
jovcee,joycee
gattaram,sattaram
krashant,prashant
ghlshafa,gulshafa
fmol,amol
smgira,sagira
sohfb,soheb
gitiia,gitika
nikhaq,nikhad
drrgaj,dirgaj
guhpacha,gulpacha
mahzlin,mahzbin
bimram,bikram
jar,har
amaroesh,amarvesh
xurinder,surinder
kesfanti,keshanti
wateem,waseem
sarmica,sarmila
vinalsingh,vinaysingh
cxnada,chnada
sxbi,sobi
sateta,saweta
aikha,aisha
kaarri,kaarti
anhita,ankita
deepvhayd,deepvhand
oela,kela
himanki,himansi
limanshee,himanshee
maanmati,maanmati
hretik,hritik
chsnderwati,chanderwati
mahinudrn,mahinudin
kunmesh,kuntesh
qadhika,radhika
rakhan,rathan
bhahwan,bhagwan
ramphea,rampher
jaikidas,jankidas
ishwpri,ishwari
harnhit,harshit
barjezh,barjesh
curucharan,gurucharan
chayg,chaya
babiqa,babita
seeea,seeba
suidga,sundga
yuhmad,muhmad
vri,sri
manhharbai,manbharbai
valu,lalu
mqina,maina
kamrelnisha,kamrulnisha
devfi,devki
kamana,tamana
wusuf,yusuf
uai,jai
yach,yash
vylaram,velaram
joytx,joyti
dpvya,devya
luni,duni
guchit,ruchit
swhnaaz,sehnaaz
rzdra,rudra
dubbi,rubbi
gulnfaz,gulnaaz
shahnacaz,shahnabaz
agyaped,agyapad
pokhag,pokhar
anshux,anshum
prydnika,pryanika
swsdhin,swadhin
neenaj,neeraj
eagat,jagat
kamhl,kamil
anfrkali,anarkali
oheikh,sheikh
eishvnath,vishvnath
partyush,partyush
ramxi,ramji
utma,umma
sodon,sodan
briju,priju
bvbupuri,babupuri
cinkar,dinkar
kuqdeep,kuldeep
dafodar,damodar
senaullah,sanaullah
suleman,suleman
nandram,nandram
dalpag,dalpat
afrika,afrina
kbbal,abbal
watu,satu
rohbash,rohtash
chsotu,chhotu
sseha,sneha
saie,safe
fhrtu,firtu
parei,parem
shabija,shabina
deepshikhf,deepshikha
semva,seeva
ayri,amri
madhusadan,madhusudan
nemhi,nemsi
mmndi,mandi
bhawha,bhawna
hukud,hukum
rtshini,roshini
fvijal,faijal
hwrichand,harichand
kxshmir,kashmir
hailfna,hailena
wpresh,wiresh
khushnasiba,khushnasiba
shano,shanu
glima,alima
shqhid,shahid
warshmeet,harshmeet
jennc,jenny
asiwfni,asiwani
pemaram,pemaram
davaterya,dataterya
inxerjit,inderjit
hagir,sagir
sukhpreeec,sukhpreeet
vinba,vinna
ratua,ratna
fakimi,fakiri
yeszpal,yeshpal
katturi,kasturi
mehrhnisha,mehronisha
minakumfri,minakumari
bajindur,bajinder
divase,divaie
avasthz,avastha
kfruna,karuna
ligha,lisha
mayeesha,maneesha
hirvansh,harvansh
soragh,sorabh
gulaffa,gulafsa
noomd,noomi
rwjia,rajia
lizha,lisha
mysam,mosam
kazrulnisha,kamrulnisha
pusra&,puspa&
tadr,taar
mandeec,mandeep
ovaish,ovaish
nhokar,shokar
halimf,halima
gyazn,gyaan
rafena,ravena
vexehi,vedehi
nasrujeen,nasrudeen
saygeeta,sangeeta
saiaa,saida
kevml,keval
abtay,abhay
aawad,aajad
juoani,jugani
asranx,asrani
manvrr,manvir
kupeja,kureja
aglej,agrej
asmin,asman
avasthf,avastha
parns,paras
bhupeidar,bhupendar
mzneesha,maneesha
ashaa,ashak
takvir,tanvir
sinap,sinaa
motsam,mousam
khaijti,khairti
ukha,usha
ramjxnki,ramjanki
daku,daks
bardu,bandu
zetily,metily
manjuswa,manjusha
bakam,balam
mlskaan,muskaan
jaiduy,jaidul
sthishta,sahishta
feti,beti
sadtara,santara
manwai,manbai
rajtswary,rajeswary
harsjdeep,harshdeep
mmharan,moharan
wijuddin,wajuddin
nmmra,namra
amanjeec,amanjeet
nnr,nar
bajindlr,bajinder
thiraj,dhiraj
reemi,neemi
omgrakesh,omprakesh
jitunder,jitender
jurgayan,surgayan
amsana,afsana
son,san
maat,mamt
suyja,surja
redhemx,redhema
waban,baban
rashmka,rashika
faiaal,faizal
sinharath,sidharath
rwtneshwar,ratneshwar
toshjr,toshar
kamnz,kamni
aaram,param
mutkesh,mukkesh
sukel,sukul
vijaynsi,vijaynti
wavidutt,ravidutt
gopiyam,gopiram
ibrayam,ibraham
bidur,bidur
parneswari,parmeswari
javunyesha,javuneesha
rajkihan,rajkiran
guqwasha,gulwasha
mansur,mansur
xhabbir,shabbir
aasi,aasu
fbhinash,abhinash
sapny,sapna
piyazi,piyari
smo,kmo
babbu,babbu
lasim,wasim
abhilabh,abhilash
rejasl,rejaul
gurdayzl,gurdayal
maleem,saleem
oqa,oma
kej,nej
khushkasiba,khushnasiba
nikharon,nicharon
sosra,sosri
prjant,prsant
reetfma,reetima
laleia,laltia
habu,hazu
divla,bivla
namotar,ramotar
amarjin,amarjit
raphimi,rashimi
fiwani,siwani
savitav,"savita,"
gulshe,gulsha
shashwmt,shashwat
xomiya,jomiya
bnijmohan,brijmohan
iayra,sayra
ramratq,ramrati
htrbai,harbai
dharmendt,dharmendr
sojan,soban
zadip,sadip
infee,incee
kasiy,kasim
hnna,hina
jarfan,iarfan
dinansh,divansh
shnkha,shneha
emilii,emilia
lasksvita,laskshita
malima,malika
sabbuddin,sahbuddin
mqya,maya
saxgit,sangit
veercndra,veerendra
menadevi,menadevi
ratno,ratna
ciampa,champa
momia,momin
gupfaan,gurfaan
manzath,manmath
mahengra,mahendra
dharmendvra,dharmendera
chhjtar,chhatar
rajxali,rajkali
kaseem,naseem
bilkiq,bilkis
shabbensur,shabbenour
sakiraj,sakiran
avisha,anisha
ramrin,samrin
tesif,tosif
clhagan,chhagan
chotra,chitra
rizxan,rizwan
mafry,mairy
vuhewuddin,juhewuddin
ragbender,ragwender
kanzi,kanki
ujjatr,ujjair
skizad,saizad
eyasha,ayasha
jamre,kamre
garupsl,garupal
vevideen,devideen
soly,sony
baoy,baby
rah,ran
mensi,munsi
btshara,bushara
bihma,birma
kijam,nijam
bismadevi,birmadevi
walan,lalan
bamdas,ramdas
jarkail,jarnail
bamana,tamana
kulint,kulina
nutaa,nutan
balvindej,balvinder
maebai,manbai
ayzoo,arzoo
qrendra,vrendra
mehqu,mehru
misha,nisha
kanhaya,kanhaya
qrsad,arsad
nanhc,nanhu
kambash,kamlash
navieep,navdeep
munnarar,munnawar
rantest,rantesh
surengr,surendr
lxshma,lashma
sapitk,sapita
dilshau,dilshad
anishq,anisha
udw,uda
jasodt,jasoda
deepvarayan,deepnarayan
vavinder,davinder
mangsh,manash
chaudru,chandru
balway,balwan
tarnkum,tarnnum
cehbob,mehbob
ahmas,ahmad
gvnpat,ganpat
bhuwaa,bhuwan
girishd,girishi
aoma,poma
viroya,viriya
kqnhaiya,kanhaiya
tulsii,tulshi
xallo,mallo
malojkumar,manojkumar
sheeli,sheelu
jouhi,joohi
sashikasa,sashikala
naoeem,nazeem
tqlk,tilk
manpeool,manphool
slalu,shalu
tazaodeen,tazaudeen
sehbal,sehjal
sarstwati,sarshwati
sabrika,sagrika
diwae,diwan
pyyre,pyare
aaaad,aajad
pooja/varssa,pooja/varsha
gumjeet,gurjeet
armota,armita
uenzin,penzin
eakila,bakila
adalot,adalat
mazidy,mazida
mursqda,mursida
wjman,ajman
nihat,nihal
nunan,nutan
nagca,nagia
shreaniwas,shreeniwas
fprkhan,furkhan
tavitder,tavinder
amardyep,amardeep
ean,man
mana,maha
manormn,manorma
manuwar,manowar
prja,prya
nirvtt,nirvat
pryaniya,pryanika
qjahar,ajahar
alimesh,animesh
dharmviz,dharmvir
akhtae,akhtar
mmshkan,mushkan
heexra,heeera
luxci,luxmi
virjinida,virjiniya
jayourga,jaydurga
wangeeta,rangeeta
rmjbir,rajbir
strkar,sarkar
mobshiera,mobsheera
kakir,zakir
niramuddin,nizamuddin
ayush,ayush
yadao,yadho
chlrag,chirag
prrmpal,prempal
buhrat,bahrat
badnatg,badnath
kanvi,tanvi
katna,ratna
gzkul,gokul
sawxli,sawali
bhagvnan,bhagvaan
hemavajti,hemavanti
karmu,karma
kalyayi,kalyani
kesxav,keshav
krishba,krishma
anshjm,anshum
jwijairam,jaijairam
snita,anita
yuyhbir,yudhbir
neeleant,neelkant
sanb,sany
yunxshs,yunishs
dayarzm,dayaram
samiksj,samiksa
shamq,shama
arsh,ansh
neeki,nekki
sxrju,sarju
shelenler,shelender
vcctor,victor
murjhna,murjina
shisl,shish
ruqi,ruvi
mitlesj,mitlesh
qttam,uttam
alis,alis
renb,rena
aayuph,aayush
nirbhby,nirbhay
finita,vinita
ramdhhn,ramdhan
meghamam,megharam
maxmi,laxmi
htrnam,harnam
jharmvir,dharmvir
iryhad,irshad
sobmn,soban
sahknaj,sahenaj
pptika,pitika
mankli,manali
shgmbhu,shambhu
yvshoda,yoshoda
avaesh,avfesh
laxmx,laxmi
lakxan,lakhan
swagtgka,swagtika
mawt,mast
ysshpal,yeshpal
xamvir,ramvir
prempab,prempal
soxal,sohal
deepshikhd,deepshikha
uand,nand
ctish,atish
raqimun,rahimun
sdbin,subin
nene,neni
takku,tikku
naeha,natha
baqe,bake
oansoor,mansoor
sfrdeep,sardeep
sajl,rajl
siuhal,sauhal
yashodhy,yashodha
jxsmina,jasmina
rjma,roma
eagjeet,jagjeet
suoab,shoab
aliaf,altaf
sqddhi,siddhi
sauwi,sauni
raghuvcnder,raghuvinder
sitarf,sitare
gajl,rajl
velaram,velaram
difti,dipti
koiou,koilu
rzjni,rajni
xragti,pragti
rukhsand,rukhsana
gurpriw,gurprit
parmdod,parmood
zagat,jagat
herf,hera
musqir,mushir
gotiyo,gotiya
vinna,vinna
sivaj,sivam
kirpnti,kiranti
bhumija,bhumika
nihin,nitin
ascna,asana
vbnaysingh,vinaysingh
ritesh,hitesh
harun,harun
ajjli,anjli
jagal,jagan
hakky,lakky
chanwra,chandra
rajwnd,rajend
surafat,sarafat
dimplm,dimple
kricika,kritika
unsar,unkar
babbb,babbu
badnjth,badnath
hazida,razida
ravqsh,ravish
brzjlal,brijlal
sychi,suchi
runiyt,runiya
kulvi,kulli
kosxlaya,kosylaya
sandhara,sandhaya
dumhyant,dushyant
martu,marti
haliesh,hariesh
oaspal,raspal
bhimseb,bhimsen
kalisd,kalish
kirshbn,kirshan
tvrif,tarif
pqsta,pista
biajan,bhajan
deendmal,deendyal
rambrij,rambrij
karnna,karuna
bhagwas,bhagwat
rohio,rohit
suqant,susant
qhawar,jhawar
farfd,farid
beerd,beera
llbbhi,labbhi
eangadhar,gangadhar
murarj,murari
ttj,tej
ratneih,ratnesh
aanoti,manoti
mustqfa,mustafa
rafbir,ranbir
ashmz,ashmi
aagan,angan
xrkesh,prkesh
phulmana,phulkana
pusopawati,pushpawati
qditi,aditi
skabi,shabi
tarun,harun
tosqar,toshar
kdleram,kaleram
girfaj,girraj
shokjt,shokat
bamanbai,mamanbai
meetaxi,meenaxi
poorjima,poornima
shieta,shiena
badarzahan,badarjahan
teina,teena
firika,firida
vinwd,vinod
iinitwa,minitwa
nehd,neha
anadc,anadi
jharfa,jharna
latesf,latesh
surgndra,surendra
jaita,baita
batani,ratani
ajmnn,ajman
ujaj,ajaj
vrilok,trilok
shokiaji,shokraji
daraterya,dataterya
sugansha,sugandha
shipoa,shipra
mitralesh,mithalesh
joydecp,joydeep
chtnta,chinta
vishamitrw,vishamitra
hyanender,gyanender
pufeet,puneet
bircadevi,birmadevi
xular,dular
samadhau,samadhan
huzina,ruzina
msnny,monny
najdb,najda
naznewn,nazneen
dhukvu,dhukhu
sepdev,sehdev
vaijanki,vaijanti
anqmesh,animesh
kanhkya,kanheya
perry,merry
bcajandeep,bhajandeep
wamleshwar,kamleshwar
llxllllllllllllllll,lllllllllllllllllll
swktri,swatri
muhead,muhmad
jubvd,jubed
bhagiy,bhagay
pamshu,parshu
bhafvati,bhagvati
gurubafsh,gurubaksh
juideep,jaideep
sharal,sharat
oanvi,tanvi
rwadhin,swadhin
biriw,birij
gendg,gendi
shivrwm,shivram
vipasho,vipasha
bivmilla,bismilla
ialpna,kalpna
neshc,nesha
dhushbhu,khushbhu
inferpaal,inderpaal
ishwae,ishwar
shobpit,shobhit
kangita,pangita
cfettan,chettan
sappy,happy
pmjja,pujja
bobii,bobbi
azrudkin,azruddin
whasker,bhasker
sakenna,sakeena
dhote,chote
pati,pavi
bumani,dumani
meera,beera
mandirb,mandira
sainta,saista
fidoza,firoza
bhemjq,bhemji
sukhbmr,sukhbir
iisri,misri
sasan,sapan
jawhwr,jawhar
ashay,abhay
abif,asif
shoai,shoan
cakhmi,lakhmi
nhagirath,bhagirath
wenu,menu
vckarm,vikarm
reghu,meghu
sehbqob,sehboob
trfel,tufel
rfmsewak,ramsewak
shaifahi,shaifali
hadioha,hadisha
szanshak,shanshak
baidnxth,baidnath
chettai,chettan
oolaram,tolaram
eavan,pavan
tnhir,tahir
sivaa,sinaa
patmso,pataso
twj,tej
rasni,ragni
durgashamkar,durgashankar
yheh,sheh
rzka,reka
vandanm,vandana
farqaan,farmaan
ddanni,dhanni
jwara,jwala
ravbir,rajbir
uagufta,sagufta
soeenu,sheenu
varisma,karisma
vashanaqi,vashanavi
raqiman,ratiman
lanshya,lakshya
favjal,faijal
harsshankar,harishankar
lckhbir,lakhbir
mienaxi,meenaxi
asiwqni,asiwani
bevti,revti
wumnik,dumnik
aukma,hukma
uhan,bhan
bahwzna,bahwana
razim,rahim
ssnti,santi
cusham,kusham
payric,patric
suwhapal,subhapal
husgna,husina
yasmif,yasmin
jaoin,jatin
bejru,beeru
jayama,jayada
hanumav,hanuman
ritxsh,ritesh
aanid,aanik
arkur,ankur
birhm,biram
binz,bina
aayspa,aaysha
bahalep,bahalen
ashrfa,ashrfi
akhilesg,akhilesh
meiphal,mehphal
dhirenber,dhirender
annielul,annielal
dizam,nizam
dhankya,dhaniya
shalig,shalig
soailesh,shailesh
doobi,roobi
miokhi,milkhi
neswa,nesha
tabwsgm,tabwsum
gajmna,gajana
diwanai,diwansi
rakesyam,radesyam
mouseena,mohseena
uarda,varda
damser,samser
sauhap,sauhal
jfncy,jincy
tynra,tyara
chitraggan,chitrangan
unnaqi,unnati
laxmanrrm,laxmanram
kajjr,kajar
maalts,maalti
inkoe,inkoo
radheysfyam,radheyshyam
rzncho,rencho
samant,sumant
perwash,perkash
devmran,devkran
rajsoree,rajshree
soeu,sonu
sanjidf,sanjida
lhotibai,chotibai
rejina,rajina
mpesh,meesh
urvarlhi,urvarshi
irabhatilal,prabhatilal
nathiya,nathiya
janwar,kanwar
uraun,traun
sarmqela,sarmeela
satayanarryan,satayanarayan
goore,noore
saxrul,sahrul
jarih,jarim
hurbir,harbir
sudhansv,sudhansu
dutvesh,durvesh
dumfni,dumani
paro,paro
msushid,maushid
dipk,dipu
dzepti,deepti
devpdeen,devideen
padma,padma
moxnuddin,moinuddin
arshi,aashi
madhaham,madharam
rambhpros,rambharos
haliya,haliya
bhuthi,bhudhi
babhana,sabhana
zmar,umar
ramzurat,ramsurat
rfthan,rathan
predi,premi
proshanat,prashanat
nasreev,nasreen
nucki,lucki
raoswrup,ramswrup
sotaz,sotaj
veshanavi,vashanavi
rai,rai
shianath,shivnath
varsha,versha
lwkose,lekose
quhail,suhail
sjddharth,siddharth
subratt,subrati
kanak,kanak
dilshava,dilshana
zulal,dulal
gajenuer,gajender
dholf,dhola
buswa,busra
jaibur,jaibir
shakil,shakil
usmaac,usmaan
satyapranash,satyaprakash
rasptl,raspal
raga,raja
bhznumati,bhanumati
pakhaji,pakhali
namel,namen
ggrlal,gurlal
chotelml,chotelal
bulbur,bulbul
agkus,ankus
syan,shan
birajoal,birajpal
jvna,juna
dehpchand,deepchand
iariq,tariq
sascham,sakcham
arvindkr,arvinder
kanche,kanchn
yogwaj,yograj
sqniya,soniya
sukenta,sukenta
krashbu,khashbu
nayakm,nayaka
iuhhena,ruhhena
deauty,beauty
pxrmood,parmood
suvita,sunita
jitgn,jitan
bradeep,pradeep
kifayao,kifayat
jzt,jit
jhagay,bhagay
kmarapal,amarapal
asnok,ashok
kuthumlata,kushumlata
maorud,makrud
kukumakar,kusumakar
jeeren,jeeren
uanya,kanya
gudriya,guddiya
minish,monish
manstor,mansoor
tulky,tulki
chmntu,chintu
mohaw,mohar
awzaj,afzaj
harkesh,harkesh
aanesh,aadesh
nofik,tofik
satjoh,sanjoh
kunx,kunj
manikchend,manikchand
rosu,rosy
chrra,chura
dhail,shail
eonika,sonika
maaoo,majoo
ashiam,ashlam
ariyansi,priyansi
fatjer,father
guznaaz,gulnaaz
samaprveed,samaprveen
hihesh,hitesh
fohib,sohib
kontr,konti
lavtxr,lavtar
motilaz,motilal
jlmshed,jamshed
sont,sone
sjta,sita
laltzs,laltes
gotiga,gotiya
isamita,ishmita
xabbir,sabbir
aaditqa,aaditya
xibin,libin
akbarb,akbari
saiir,sagir
kartsr,kartar
ruchd,ruchi
prjmjit,premjit
nikitp,nikita
budpi,budhi
ansar,ansal
umma,umma
vetru,veeru
ghahat,chahat
hashish,kashish
suoanto,susanto
sfkina,sakina
neoal,nepal
shiqhpal,shishpal
samey,samay
lavisp,lavish
parkxsh,parkash
shishum,shishul
fej,tej
jadhu,madhu
komat,komal
zalam,balam
amirdeep,amardeep
zeekat,zeenat
shdhata,sudhata
syhagini,suhagini
ramreet,ramjeet
nrisana,krisana
warnakulasuriyb,warnakulasuriya
ihoti,jhoti
amlda,amida
bkajendra,brajendra
alsk,al0k
kbnya,kanya
wasomuddin,wasimuddin
deeuanker,deepanker
nargjsh,nargesh
gallu,ballu
bhdgvaan,bhagvaan
phooda,phoola
aashua,aashia
kzshmir,kashmir
cjandracala,chandracala
oyparkesh,omparkesh
shyaha,shyama
ssba,soba
ratuni,ratani
lilk,lila
bitoj,bitoo
anzui,anzum
jebj,jeba
misro,misri
nanfy,nancy
jarani,jahani
baichaw,baichan
vishra,vishva
indaja,indara
vipulander,vipulander
smmmy,simmy
voruav,goruav
verso,versa
kirshb,kirshn
lalarem,lalaram
aukesh,sukesh
badarjaran,badarjahan
saxeer,sameer
einna,vinna
fhripal,shripal
bulax,bulad
sang,sany
ntdim,nadim
ramvas,ramjas
nifmal,nirmal
chfndesh,chandesh
shanichnri,shanichari
vpdit,vidit
anjqni,anjani
srkina,sakina
meola,meela
bhfvishya,bhavishya
dhnista,danista
vewrander,veerander
meghaham,megharam
shayrmveer,shayamveer
pararhram,parashram
ramess,ramesh
manprixkour,manpritkour
khemrcj,khemraj
manikcwand,manikchand
badrunisqa,badrunisha
jaskaban,jaskaran
rinvi,rinki
ackita,ankita
swefha,swetha
hsri,hiri
sabix,sabid
jaatarpal,jantarpal
doarmvir,dharmvir
avniah,avnish
